"","County","State","Fatalities.Percent","X","DIST_br","DIST_fu","DIST_ho","DIST_in","DIST_li","DIST_ma","DIST_hi","DIST_sc"
"1","BEAVER COUNTY","Utah",0.046098902222525,2675,1060.7113325,8187.667118,10864.317946,8111.226556,456083.9063,143207.1977,8558.422293,11035.819634
"2","BOX ELDER COUNTY","Utah",0.028564457316291,2676,3933.32560159095,20283.3452137619,30713.2761986,9406.49397334286,614682.751142857,43008.6478709524,45301.2052342857,5335.90454863333
"3","CACHE COUNTY","Utah",0.00778515342650289,2677,2484.544065275,8774.6883431625,11570.671678875,8586.664956875,578676.7789875,12728.82013925,61015.13187875,3320.116960875
"4","CARBON COUNTY","Utah",0.021043068623425,2678,3264.5891538625,13470.42745625,18376.4698785,13417.39286725,459948.32105,110475.65636875,148214.6274625,10163.932171875
"5","DAGGETT COUNTY","Utah",0.0241319444444444,2679,9533.563714,56139.17749,62760.81457,7949.828923,397734.0784,147574.2023,166892.42,7599.00401
"6","DAVIS COUNTY","Utah",0.00447642554875267,2680,1155.37782134565,2904.81661347652,4893.81716682609,3396.00457530565,575314.199991304,7629.93785200435,30993.8648887826,1569.39893694957
"7","DUCHESNE COUNTY","Utah",0.0376313938831855,2681,3520.69072331176,29206.758181,29284.4391767647,26046.0707589118,430063.460588235,111705.979935294,128945.543074118,8154.2082986
"8","EMERY COUNTY","Utah",0.07767733332637,2682,4178.68861723333,53554.87954,52245.5579111111,15162.4485318889,472485.492044444,131612.932405556,131196.305177778,17235.5855742333
"9","GARFIELD COUNTY","Utah",0.0514594009566233,2683,8333.41146235,75542.999765,43955.8881375,19550.88300025,404226.739625,177513.38805,87737.6581125,17671.7346595
"10","GRAND COUNTY","Utah",0.0718734915448991,2684,1760.34256415714,32322.9317102671,31930.9337672857,19092.2839567143,382160.213685714,82407.7342985714,97785.8788971429,16748.9683187143
"11","IRON COUNTY","Utah",0.0215329323752532,2685,4573.7787005375,14003.1818936688,16705.127458,5564.3256499625,424417.928675,87631.9748175,10773.5074771875,9025.743907925
"12","JUAB COUNTY","Utah",0.0678452589090928,2686,7649.22622506545,13766.4519725455,16481.5752630909,5207.98588307273,564255.026672727,53717.9756518182,71509.6949927273,6415.20573418182
"13","KANE COUNTY","Utah",0.0628566671244802,2687,5333.068832925,71336.75586,42129.93700575,23471.399244,340431.924025,120202.030585,86700.299605,26281.16852
"14","MILLARD COUNTY","Utah",0.078989121979306,2688,9969.83854617778,22917.8308627778,23975.2757373333,9039.43133746667,561563.7194,142121.722555556,21973.1843355556,17625.5078787778
"15","MORGAN COUNTY","Utah",0.0196755021602854,2689,1035.5039158,19546.2564933333,21856.2975366667,11742.5492726667,554894.2775,22076.7907733333,37226.82868,5892.39601176667
"16","PIUTE COUNTY","Utah",0.056607783787812,2690,1068.772455,20987.1311,52951.82251,1383.649432,444535.3098,178447.0241,54678.13746,6997.25469
"17","RICH COUNTY","Utah",0.0580707616682357,2691,3184.3679205,31255.89774,32451.37095,4810.5885025,532072.2659,52807.43258,99509.60453,16933.633395
"18","SALT LAKE COUNTY","Utah",0.00620941626574865,2692,1057.39039282915,2449.75216291525,4599.17357322288,1536.18899436525,565371.104647458,5309.83320298136,4749.45057892712,1876.61913138729
"19","SAN JUAN COUNTY","Utah",0.0574854793873475,2693,6495.97129025,99775.21274125,23329.467662225,12916.425574,350723.7096125,191393.2059375,61823.58034625,12438.2234601875
"20","SANPETE COUNTY","Utah",0.0194735651833787,2694,7466.3039242,28634.371588625,18515.83486525,14596.364860125,533544.8186625,84110.7527025,86193.89763625,7913.123174625
"21","SEVIER COUNTY","Utah",0.0325713327412203,2695,1920.65461144667,28932.08869,29431.4150422222,8260.07791485556,505358.900622222,171964.565966667,43128.9598844444,16797.416177
"22","SUMMIT COUNTY","Utah",0.0218011649340205,2696,2454.94409023417,12571.79979775,28119.5554733333,5836.3545200275,526883.295233333,24784.03929425,38137.7828016667,9561.56666953333
"23","TOOELE COUNTY","Utah",0.0286397345621467,2697,8604.77807300555,19204.7198623333,49319.2080661667,6780.54441195556,619068.032,70500.3241738889,18944.5570633333,9058.02664982778
"24","UINTAH COUNTY","Utah",0.0241728446314687,2698,3879.7087757,12308.5289443636,15796.8738102727,22192.9274386727,367621.899345455,154805.014963636,185205.212963636,10085.7191489818
"25","UTAH COUNTY","Utah",0.00600372605871028,2699,1511.80635319977,10514.7805886705,11446.5965919727,6558.96239158182,544292.078863636,19878.8610931364,50337.7622422727,7470.92684222727
"26","WASATCH COUNTY","Utah",0.031568255427431,2700,6936.459978,23868.14901675,26767.55524,19757.22440085,507989.992525,34344.389115,50000.969605,8909.01638675
"27","WASHINGTON COUNTY","Utah",0.0130967287125271,2701,2522.43472101217,16507.960241913,23117.8072945435,10890.4193745217,389394.197613043,22771.1076282174,13407.7542958696,9834.41544802435
"28","WEBER COUNTY","Utah",0.0081879757532192,2702,1170.47240364789,3415.53712960737,6165.29901759737,2407.60212238368,580003.97578421,7545.87224271053,50668.6941539474,1876.61005598421
